"3,600.00",91,,,
"3,605.00",87.5,,,
"3,610.00",84.1,,,
"3,615.00",80,,,
"3,620.00",77.6,,,
"3,625.00",74.1,,,
"3,630.00",71.4,,,
"3,635.00",68.4,,,
"3,640.00",65.4,,,
"3,645.00",62.5,,,
"3,650.00",59.7,,,
"3,655.00",57,,,
"3,660.00",54.3,,,
"3,665.00",51.4,,,
"3,670.00",49.2,,,
"3,675.00",46.9,,,
"3,680.00",44.4,,,
"3,685.00",42.2,,,
"3,690.00",40,,,
"3,695.00",37.8,,,
"3,700.00",35.7,,,
